geometry,score,showroom_score
POINT (716315.0020715444 3151449.2900104844),11,16
POINT (716315.0020715444 3151699.2900104844),11,16
POINT (716315.0020715444 3151949.2900104844),11,9
POINT (716315.0020715444 3152199.2900104844),-4,-1
POINT (716315.0020715444 3152449.2900104844),1,6
POINT (716315.0020715444 3152699.2900104844),-4,6
POINT (716315.0020715444 3152949.2900104844),-10,-10
POINT (716315.0020715444 3153199.2900104844),3,-10
POINT (716315.0020715444 3153449.2900104844),13,0
POINT (716315.0020715444 3153699.2900104844),11,16
POINT (716315.0020715444 3153949.2900104844),11,16
POINT (716315.0020715444 3154199.2900104844),11,16
POINT (716315.0020715444 3154449.2900104844),11,16
POINT (716315.0020715444 3154699.2900104844),11,16
POINT (716315.0020715444 3154949.2900104844),11,16
POINT (716315.0020715444 3155199.2900104844),11,16
POINT (716315.0020715444 3155449.2900104844),11,16
POINT (716315.0020715444 3155699.2900104844),11,16
POINT (716315.0020715444 3155949.2900104844),1,6
POINT (716315.0020715444 3156199.2900104844),1,6
POINT (716315.0020715444 3156449.2900104844),-10,-10
POINT (716315.0020715444 3156699.2900104844),1,10
POINT (716315.0020715444 3156949.2900104844),16,19
POINT (716315.0020715444 3157199.2900104844),4,22
POINT (716315.0020715444 3157449.2900104844),19,4
POINT (716315.0020715444 3157699.2900104844),35,33
POINT (716315.0020715444 3157949.2900104844),2,20
POINT (716315.0020715444 3158199.2900104844),2,20
POINT (716315.0020715444 3158449.2900104844),9,11
POINT (716315.0020715444 3158699.2900104844),17,23
POINT (716315.0020715444 3158949.2900104844),10,17
POINT (716315.0020715444 3159199.2900104844),11,19
POINT (716315.0020715444 3159449.2900104844),4,28
POINT (716315.0020715444 3159699.2900104844),11,16
POINT (716315.0020715444 3159949.2900104844),11,19
POINT (716315.0020715444 3160199.2900104844),11,19
POINT (716315.0020715444 3160449.2900104844),-1,28
POINT (716315.0020715444 3160699.2900104844),11,16
POINT (716315.0020715444 3160949.2900104844),11,16
POINT (716315.0020715444 3161199.2900104844),11,16
POINT (716565.0020715444 3144949.2900104844),-10,-10
POINT (716565.0020715444 3145199.2900104844),-10,-10
POINT (716565.0020715444 3145449.2900104844),-10,-10
POINT (716565.0020715444 3145699.2900104844),-10,-10
POINT (716565.0020715444 3145949.2900104844),-10,-10
POINT (716565.0020715444 3146199.2900104844),-10,-10
POINT (716565.0020715444 3146449.2900104844),-10,-10
POINT (716565.0020715444 3146699.2900104844),-4,6
POINT (716565.0020715444 3146949.2900104844),-10,-10
POINT (716565.0020715444 3147199.2900104844),11,16
POINT (716565.0020715444 3147449.2900104844),1,6
POINT (716565.0020715444 3147699.2900104844),-5,-10
POINT (716565.0020715444 3147949.2900104844),1,6
POINT (716565.0020715444 3148199.2900104844),11,16
POINT (716565.0020715444 3148449.2900104844),11,16
POINT (716565.0020715444 3148699.2900104844),11,16
POINT (716565.0020715444 3148949.2900104844),11,16
POINT (716565.0020715444 3149199.2900104844),-4,6
POINT (716565.0020715444 3149449.2900104844),11,16
POINT (716565.0020715444 3149699.2900104844),1,6
POINT (716565.0020715444 3149949.2900104844),-10,-10
POINT (716565.0020715444 3150199.2900104844),-10,-10
POINT (716565.0020715444 3150449.2900104844),-10,-10
POINT (716565.0020715444 3150699.2900104844),-10,-10
POINT (716565.0020715444 3150949.2900104844),-4,-1
POINT (716565.0020715444 3151199.2900104844),-5,-10
POINT (716565.0020715444 3151449.2900104844),11,16
POINT (716565.0020715444 3151699.2900104844),19,16
POINT (716565.0020715444 3151949.2900104844),19,16
POINT (716565.0020715444 3152199.2900104844),-10,-10
POINT (716565.0020715444 3152449.2900104844),-10,-10
POINT (716565.0020715444 3152699.2900104844),-10,-10
POINT (716565.0020715444 3152949.2900104844),-10,-10
POINT (716565.0020715444 3153199.2900104844),-5,-10
POINT (716565.0020715444 3153449.2900104844),5,0
POINT (716565.0020715444 3153699.2900104844),11,9
POINT (716565.0020715444 3153949.2900104844),11,16
POINT (716565.0020715444 3154199.2900104844),11,16
POINT (716565.0020715444 3154449.2900104844),11,16
POINT (716565.0020715444 3154699.2900104844),11,16
POINT (716565.0020715444 3154949.2900104844),11,16
POINT (716565.0020715444 3155199.2900104844),11,16
POINT (716565.0020715444 3155449.2900104844),11,16
POINT (716565.0020715444 3155699.2900104844),11,16
POINT (716565.0020715444 3155949.2900104844),-4,6
POINT (716565.0020715444 3156199.2900104844),-10,-10
POINT (716565.0020715444 3156449.2900104844),-10,-10
POINT (716565.0020715444 3156699.2900104844),4,20
POINT (716565.0020715444 3156949.2900104844),10,14
POINT (716565.0020715444 3157199.2900104844),8,11
POINT (716565.0020715444 3157449.2900104844),17,12
POINT (716565.0020715444 3157699.2900104844),25,43
POINT (716565.0020715444 3157949.2900104844),10,5
POINT (716565.0020715444 3158199.2900104844),2,20
POINT (716565.0020715444 3158449.2900104844),20,15
POINT (716565.0020715444 3158699.2900104844),10,5
POINT (716565.0020715444 3158949.2900104844),-4,29
POINT (716565.0020715444 3159199.2900104844),11,16
POINT (716565.0020715444 3159449.2900104844),11,19
POINT (716565.0020715444 3159699.2900104844),11,16
POINT (716565.0020715444 3159949.2900104844),11,16
POINT (716565.0020715444 3160199.2900104844),11,16
POINT (716565.0020715444 3160449.2900104844),11,16
POINT (716565.0020715444 3160699.2900104844),11,19
POINT (716565.0020715444 3160949.2900104844),11,16
POINT (716565.0020715444 3161199.2900104844),11,16
POINT (716565.0020715444 3161449.2900104844),11,16
POINT (716815.0020715444 3144949.2900104844),-10,-10
POINT (716815.0020715444 3145199.2900104844),-10,-10
POINT (716815.0020715444 3145449.2900104844),-10,-10
POINT (716815.0020715444 3145699.2900104844),-10,-10
POINT (716815.0020715444 3145949.2900104844),-10,-10
POINT (716815.0020715444 3146199.2900104844),-10,-10
POINT (716815.0020715444 3146449.2900104844),-10,-10
POINT (716815.0020715444 3146699.2900104844),-10,-10
POINT (716815.0020715444 3146949.2900104844),-4,6
POINT (716815.0020715444 3147199.2900104844),1,6
POINT (716815.0020715444 3147449.2900104844),11,16
POINT (716815.0020715444 3147699.2900104844),-10,-10
POINT (716815.0020715444 3147949.2900104844),-4,6
POINT (716815.0020715444 3148199.2900104844),-10,-10
POINT (716815.0020715444 3148449.2900104844),11,16
POINT (716815.0020715444 3148699.2900104844),1,6
POINT (716815.0020715444 3148949.2900104844),-4,6
POINT (716815.0020715444 3149199.2900104844),1,6
POINT (716815.0020715444 3149449.2900104844),11,16
POINT (716815.0020715444 3149699.2900104844),-10,-10
POINT (716815.0020715444 3149949.2900104844),-10,-10
POINT (716815.0020715444 3150199.2900104844),-10,-10
POINT (716815.0020715444 3150449.2900104844),-10,-10
POINT (716815.0020715444 3150699.2900104844),-10,-10
POINT (716815.0020715444 3150949.2900104844),-10,-10
POINT (716815.0020715444 3151199.2900104844),-5,-10
POINT (716815.0020715444 3151449.2900104844),19,16
POINT (716815.0020715444 3151699.2900104844),19,16
POINT (716815.0020715444 3151949.2900104844),9,-1
POINT (716815.0020715444 3152199.2900104844),-2,-10
POINT (716815.0020715444 3152449.2900104844),-10,-10
POINT (716815.0020715444 3152699.2900104844),-10,-10
POINT (716815.0020715444 3152949.2900104844),-5,-10
POINT (716815.0020715444 3153199.2900104844),5,0
POINT (716815.0020715444 3153449.2900104844),5,0
POINT (716815.0020715444 3153699.2900104844),11,16
POINT (716815.0020715444 3153949.2900104844),11,16
POINT (716815.0020715444 3154199.2900104844),11,16
POINT (716815.0020715444 3154449.2900104844),11,16
POINT (716815.0020715444 3154699.2900104844),11,16
POINT (716815.0020715444 3154949.2900104844),11,16
POINT (716815.0020715444 3155199.2900104844),11,16
POINT (716815.0020715444 3155449.2900104844),11,16
POINT (716815.0020715444 3155699.2900104844),11,16
POINT (716815.0020715444 3155949.2900104844),11,16
POINT (716815.0020715444 3156199.2900104844),1,6
POINT (716815.0020715444 3156449.2900104844),11,19
POINT (716815.0020715444 3156699.2900104844),19,19
POINT (716815.0020715444 3156949.2900104844),19,21
POINT (716815.0020715444 3157199.2900104844),26,27
POINT (716815.0020715444 3157449.2900104844),10,9
POINT (716815.0020715444 3157699.2900104844),20,23
POINT (716815.0020715444 3157949.2900104844),25,23
POINT (716815.0020715444 3158199.2900104844),2,20
POINT (716815.0020715444 3158449.2900104844),10,5
POINT (716815.0020715444 3158699.2900104844),2,20
POINT (716815.0020715444 3158949.2900104844),11,16
POINT (716815.0020715444 3159199.2900104844),4,28
POINT (716815.0020715444 3159449.2900104844),11,19
POINT (716815.0020715444 3159699.2900104844),11,16
POINT (716815.0020715444 3159949.2900104844),11,16
POINT (716815.0020715444 3160199.2900104844),11,16
POINT (716815.0020715444 3160449.2900104844),11,16
POINT (716815.0020715444 3160699.2900104844),13,12
POINT (716815.0020715444 3160949.2900104844),11,19
POINT (716815.0020715444 3161199.2900104844),11,16
POINT (716815.0020715444 3161449.2900104844),11,16
POINT (717065.0020715444 3144949.2900104844),-10,-10
POINT (717065.0020715444 3145199.2900104844),-10,-10
POINT (717065.0020715444 3145449.2900104844),-10,-10
POINT (717065.0020715444 3145699.2900104844),-10,-10
POINT (717065.0020715444 3145949.2900104844),-10,-10
POINT (717065.0020715444 3146199.2900104844),-4,-6
POINT (717065.0020715444 3146449.2900104844),-4,-6
POINT (717065.0020715444 3146699.2900104844),2,10
POINT (717065.0020715444 3146949.2900104844),-4,-6
POINT (717065.0020715444 3147199.2900104844),-4,-6
POINT (717065.0020715444 3147449.2900104844),2,3
POINT (717065.0020715444 3147699.2900104844),-10,-10
POINT (717065.0020715444 3147949.2900104844),11,16
POINT (717065.0020715444 3148199.2900104844),-4,6
POINT (717065.0020715444 3148449.2900104844),1,6
POINT (717065.0020715444 3148699.2900104844),-10,-10
POINT (717065.0020715444 3148949.2900104844),-10,-10
POINT (717065.0020715444 3149199.2900104844),1,6
POINT (717065.0020715444 3149449.2900104844),-10,-10
POINT (717065.0020715444 3149699.2900104844),-10,-10
POINT (717065.0020715444 3149949.2900104844),-10,-10
POINT (717065.0020715444 3150199.2900104844),-10,-10
POINT (717065.0020715444 3150449.2900104844),-10,-10
POINT (717065.0020715444 3150699.2900104844),-10,-10
POINT (717065.0020715444 3150949.2900104844),-10,-10
POINT (717065.0020715444 3151199.2900104844),-5,-10
POINT (717065.0020715444 3151449.2900104844),4,6
POINT (717065.0020715444 3151699.2900104844),19,16
POINT (717065.0020715444 3151949.2900104844),4,6
POINT (717065.0020715444 3152199.2900104844),-10,-10
POINT (717065.0020715444 3152449.2900104844),-10,-10
POINT (717065.0020715444 3152699.2900104844),-10,-10
POINT (717065.0020715444 3152949.2900104844),-5,-10
POINT (717065.0020715444 3153199.2900104844),-5,-10
POINT (717065.0020715444 3153449.2900104844),5,0
POINT (717065.0020715444 3153699.2900104844),5,0
POINT (717065.0020715444 3153949.2900104844),11,9
POINT (717065.0020715444 3154199.2900104844),11,16
POINT (717065.0020715444 3154449.2900104844),11,16
POINT (717065.0020715444 3154699.2900104844),11,16
POINT (717065.0020715444 3154949.2900104844),11,16
POINT (717065.0020715444 3155199.2900104844),11,16
POINT (717065.0020715444 3155449.2900104844),11,16
POINT (717065.0020715444 3155699.2900104844),11,16
POINT (717065.0020715444 3155949.2900104844),11,16
POINT (717065.0020715444 3156199.2900104844),11,16
POINT (717065.0020715444 3156449.2900104844),4,28
POINT (717065.0020715444 3156699.2900104844),11,16
POINT (717065.0020715444 3156949.2900104844),11,16
POINT (717065.0020715444 3157199.2900104844),2,20
POINT (717065.0020715444 3157449.2900104844),9,12
POINT (717065.0020715444 3157699.2900104844),2,20
POINT (717065.0020715444 3157949.2900104844),17,23
POINT (717065.0020715444 3158199.2900104844),2,20
POINT (717065.0020715444 3158449.2900104844),9,12
POINT (717065.0020715444 3158699.2900104844),2,20
POINT (717065.0020715444 3158949.2900104844),2,20
POINT (717065.0020715444 3159199.2900104844),17,23
POINT (717065.0020715444 3159449.2900104844),11,19
POINT (717065.0020715444 3159699.2900104844),11,16
POINT (717065.0020715444 3159949.2900104844),11,16
POINT (717065.0020715444 3160199.2900104844),11,16
POINT (717065.0020715444 3160449.2900104844),11,16
POINT (717065.0020715444 3160699.2900104844),3,22
POINT (717065.0020715444 3160949.2900104844),11,19
POINT (717065.0020715444 3161199.2900104844),11,19
POINT (717315.0020715444 3145199.2900104844),-10,-10
POINT (717315.0020715444 3145449.2900104844),-10,-10
POINT (717315.0020715444 3145699.2900104844),-10,-10
POINT (717315.0020715444 3145949.2900104844),-4,-6
POINT (717315.0020715444 3146199.2900104844),-4,-6
POINT (717315.0020715444 3146449.2900104844),-4,-6
POINT (717315.0020715444 3146699.2900104844),2,10
POINT (717315.0020715444 3146949.2900104844),-4,-6
POINT (717315.0020715444 3147199.2900104844),-4,-6
POINT (717315.0020715444 3147449.2900104844),-4,-6
POINT (717315.0020715444 3147699.2900104844),2,3
POINT (717315.0020715444 3147949.2900104844),1,6
POINT (717315.0020715444 3148199.2900104844),-10,-10
POINT (717315.0020715444 3148449.2900104844),11,16
POINT (717315.0020715444 3148699.2900104844),-5,-10
POINT (717315.0020715444 3148949.2900104844),1,6
POINT (717315.0020715444 3149199.2900104844),1,6
POINT (717315.0020715444 3149449.2900104844),-10,-10
POINT (717315.0020715444 3149699.2900104844),-10,-10
POINT (717315.0020715444 3149949.2900104844),-10,-10
POINT (717315.0020715444 3150199.2900104844),-10,-10
POINT (717315.0020715444 3150449.2900104844),-10,-10
POINT (717315.0020715444 3150699.2900104844),-10,-10
POINT (717315.0020715444 3150949.2900104844),-10,-10
POINT (717315.0020715444 3151199.2900104844),-10,-10
POINT (717315.0020715444 3151449.2900104844),-2,-10
POINT (717315.0020715444 3151699.2900104844),-2,-10
POINT (717315.0020715444 3151949.2900104844),-10,-10
POINT (717315.0020715444 3152199.2900104844),-10,-10
POINT (717315.0020715444 3152449.2900104844),-10,-10
POINT (717315.0020715444 3152699.2900104844),-10,-10
POINT (717315.0020715444 3152949.2900104844),-10,-10
POINT (717315.0020715444 3153199.2900104844),-10,-10
POINT (717315.0020715444 3153449.2900104844),1,6
POINT (717315.0020715444 3153699.2900104844),11,16
POINT (717315.0020715444 3153949.2900104844),11,16
POINT (717315.0020715444 3154199.2900104844),11,16
POINT (717315.0020715444 3154449.2900104844),11,16
POINT (717315.0020715444 3154699.2900104844),11,16
POINT (717315.0020715444 3154949.2900104844),11,16
POINT (717315.0020715444 3155199.2900104844),11,16
POINT (717315.0020715444 3155449.2900104844),11,16
POINT (717315.0020715444 3155699.2900104844),11,16
POINT (717315.0020715444 3155949.2900104844),11,16
POINT (717315.0020715444 3156199.2900104844),11,16
POINT (717315.0020715444 3156449.2900104844),19,19
POINT (717315.0020715444 3156699.2900104844),11,16
POINT (717315.0020715444 3156949.2900104844),2,20
POINT (717315.0020715444 3157199.2900104844),2,20
POINT (717315.0020715444 3157449.2900104844),2,20
POINT (717315.0020715444 3157699.2900104844),9,12
POINT (717315.0020715444 3157949.2900104844),2,24
POINT (717315.0020715444 3158199.2900104844),2,20
POINT (717315.0020715444 3158449.2900104844),-3,20
POINT (717315.0020715444 3158699.2900104844),9,12
POINT (717315.0020715444 3158949.2900104844),2,20
POINT (717315.0020715444 3159199.2900104844),12,23
POINT (717315.0020715444 3159449.2900104844),-14,27
POINT (717315.0020715444 3159699.2900104844),-4,-1
POINT (717315.0020715444 3159949.2900104844),-4,6
POINT (717315.0020715444 3160199.2900104844),-5,-10
POINT (717315.0020715444 3160449.2900104844),1,6
POINT (717315.0020715444 3160699.2900104844),11,16
POINT (717315.0020715444 3160949.2900104844),11,16
POINT (717565.0020715444 3145199.2900104844),-10,-10
POINT (717565.0020715444 3145449.2900104844),-10,-10
POINT (717565.0020715444 3145699.2900104844),-4,-6
POINT (717565.0020715444 3145949.2900104844),-4,-6
POINT (717565.0020715444 3146199.2900104844),-4,-6
POINT (717565.0020715444 3146449.2900104844),2,3
POINT (717565.0020715444 3146699.2900104844),-4,-6
POINT (717565.0020715444 3146949.2900104844),-4,-6
POINT (717565.0020715444 3147199.2900104844),-4,-6
POINT (717565.0020715444 3147449.2900104844),-4,-6
POINT (717565.0020715444 3147699.2900104844),-4,-6
POINT (717565.0020715444 3147949.2900104844),-4,-6
POINT (717565.0020715444 3148199.2900104844),-10,-10
POINT (717565.0020715444 3148449.2900104844),1,6
POINT (717565.0020715444 3148699.2900104844),-10,-10
POINT (717565.0020715444 3148949.2900104844),1,6
POINT (717565.0020715444 3149199.2900104844),-10,-10
POINT (717565.0020715444 3149449.2900104844),-10,-10
POINT (717565.0020715444 3149699.2900104844),-10,-10
POINT (717565.0020715444 3149949.2900104844),-10,-10
POINT (717565.0020715444 3150199.2900104844),-10,-10
POINT (717565.0020715444 3150449.2900104844),-10,-10
POINT (717565.0020715444 3150699.2900104844),-10,-10
POINT (717565.0020715444 3150949.2900104844),-10,-10
POINT (717565.0020715444 3151199.2900104844),-10,-10
POINT (717565.0020715444 3151449.2900104844),-10,-10
POINT (717565.0020715444 3151699.2900104844),-10,-10
POINT (717565.0020715444 3151949.2900104844),-10,-10
POINT (717565.0020715444 3152199.2900104844),-10,-10
POINT (717565.0020715444 3152449.2900104844),-10,-10
POINT (717565.0020715444 3152699.2900104844),-10,-10
POINT (717565.0020715444 3152949.2900104844),-10,-10
POINT (717565.0020715444 3153199.2900104844),-4,-1
POINT (717565.0020715444 3153449.2900104844),-4,6
POINT (717565.0020715444 3153699.2900104844),11,16
POINT (717565.0020715444 3153949.2900104844),11,16
POINT (717565.0020715444 3154199.2900104844),11,16
POINT (717565.0020715444 3154449.2900104844),11,16
POINT (717565.0020715444 3154699.2900104844),11,16
POINT (717565.0020715444 3154949.2900104844),11,16
POINT (717565.0020715444 3155199.2900104844),11,16
POINT (717565.0020715444 3155449.2900104844),11,16
POINT (717565.0020715444 3155699.2900104844),11,16
POINT (717565.0020715444 3155949.2900104844),11,16
POINT (717565.0020715444 3156199.2900104844),11,16
POINT (717565.0020715444 3156449.2900104844),19,19
POINT (717565.0020715444 3156699.2900104844),19,16
POINT (717565.0020715444 3156949.2900104844),2,20
POINT (717565.0020715444 3157199.2900104844),2,20
POINT (717565.0020715444 3157449.2900104844),2,20
POINT (717565.0020715444 3157699.2900104844),2,20
POINT (717565.0020715444 3157949.2900104844),2,24
POINT (717565.0020715444 3158199.2900104844),9,8
POINT (717565.0020715444 3158449.2900104844),9,12
POINT (717565.0020715444 3158699.2900104844),2,20
POINT (717565.0020715444 3158949.2900104844),2,20
POINT (717565.0020715444 3159199.2900104844),17,23
POINT (717565.0020715444 3159449.2900104844),9,18
POINT (717565.0020715444 3159699.2900104844),-10,-10
POINT (717565.0020715444 3159949.2900104844),-10,-10
POINT (717565.0020715444 3160199.2900104844),-10,-10
POINT (717565.0020715444 3160449.2900104844),-4,6
POINT (717815.0020715444 3145449.2900104844),-10,-10
POINT (717815.0020715444 3145699.2900104844),-4,-6
POINT (717815.0020715444 3145949.2900104844),-4,-6
POINT (717815.0020715444 3146199.2900104844),-4,-6
POINT (717815.0020715444 3146449.2900104844),14,16
POINT (717815.0020715444 3146699.2900104844),7,10
POINT (717815.0020715444 3146949.2900104844),2,10
POINT (717815.0020715444 3147199.2900104844),7,10
POINT (717815.0020715444 3147449.2900104844),7,10
POINT (717815.0020715444 3147699.2900104844),-4,-6
POINT (717815.0020715444 3147949.2900104844),-4,-6
POINT (717815.0020715444 3148199.2900104844),-10,-10
POINT (717815.0020715444 3148449.2900104844),-10,-10
POINT (717815.0020715444 3148699.2900104844),-10,-10
POINT (717815.0020715444 3148949.2900104844),-4,6
POINT (717815.0020715444 3149199.2900104844),-10,-10
POINT (717815.0020715444 3149449.2900104844),-10,-10
POINT (717815.0020715444 3149699.2900104844),-10,-10
POINT (717815.0020715444 3149949.2900104844),-10,-10
POINT (717815.0020715444 3150199.2900104844),-10,-10
POINT (717815.0020715444 3150449.2900104844),-10,-10
POINT (717815.0020715444 3150699.2900104844),-10,-10
POINT (717815.0020715444 3150949.2900104844),-10,-10
POINT (717815.0020715444 3151199.2900104844),-10,-10
POINT (717815.0020715444 3151449.2900104844),-10,-10
POINT (717815.0020715444 3151699.2900104844),-10,-10
POINT (717815.0020715444 3151949.2900104844),-10,-10
POINT (717815.0020715444 3152199.2900104844),-10,-10
POINT (717815.0020715444 3152449.2900104844),-10,-10
POINT (717815.0020715444 3152699.2900104844),-10,-10
POINT (717815.0020715444 3152949.2900104844),-10,-10
POINT (717815.0020715444 3153199.2900104844),-4,6
POINT (717815.0020715444 3153449.2900104844),-4,6
POINT (717815.0020715444 3153699.2900104844),-7,-2
POINT (717815.0020715444 3153949.2900104844),-7,-2
POINT (717815.0020715444 3154199.2900104844),11,16
POINT (717815.0020715444 3154449.2900104844),11,16
POINT (717815.0020715444 3154699.2900104844),11,16
POINT (717815.0020715444 3154949.2900104844),11,16
POINT (717815.0020715444 3155199.2900104844),11,16
POINT (717815.0020715444 3155449.2900104844),11,16
POINT (717815.0020715444 3155699.2900104844),3,8
POINT (717815.0020715444 3155949.2900104844),3,8
POINT (717815.0020715444 3156199.2900104844),26,3
POINT (717815.0020715444 3156449.2900104844),26,21
POINT (717815.0020715444 3156699.2900104844),26,3
POINT (717815.0020715444 3156949.2900104844),9,7
POINT (717815.0020715444 3157199.2900104844),9,12
POINT (717815.0020715444 3157449.2900104844),9,12
POINT (717815.0020715444 3157699.2900104844),9,12
POINT (717815.0020715444 3157949.2900104844),9,12
POINT (717815.0020715444 3158199.2900104844),17,23
POINT (717815.0020715444 3158449.2900104844),2,20
POINT (717815.0020715444 3158699.2900104844),2,20
POINT (717815.0020715444 3158949.2900104844),9,12
POINT (717815.0020715444 3159199.2900104844),2,24
POINT (717815.0020715444 3159449.2900104844),3,8
POINT (717815.0020715444 3159699.2900104844),-7,-2
POINT (717815.0020715444 3159949.2900104844),-10,-10
POINT (717815.0020715444 3160199.2900104844),-10,-10
POINT (718065.0020715444 3145699.2900104844),-4,-6
POINT (718065.0020715444 3145949.2900104844),-4,-6
POINT (718065.0020715444 3146199.2900104844),-4,-6
POINT (718065.0020715444 3146449.2900104844),2,10
POINT (718065.0020715444 3146699.2900104844),7,10
POINT (718065.0020715444 3146949.2900104844),9,11
POINT (718065.0020715444 3147199.2900104844),2,20
POINT (718065.0020715444 3147449.2900104844),7,10
POINT (718065.0020715444 3147699.2900104844),-4,-6
POINT (718065.0020715444 3147949.2900104844),2,10
POINT (718065.0020715444 3148199.2900104844),-4,6
POINT (718065.0020715444 3148449.2900104844),-4,6
POINT (718065.0020715444 3148699.2900104844),-4,6
POINT (718065.0020715444 3148949.2900104844),-4,6
POINT (718065.0020715444 3149199.2900104844),-4,6
POINT (718065.0020715444 3149449.2900104844),-10,-10
POINT (718065.0020715444 3149699.2900104844),-10,-10
POINT (718065.0020715444 3149949.2900104844),-10,-10
POINT (718065.0020715444 3150199.2900104844),-10,-10
POINT (718065.0020715444 3150449.2900104844),-10,-10
POINT (718065.0020715444 3150699.2900104844),-10,-10
POINT (718065.0020715444 3150949.2900104844),-10,-10
POINT (718065.0020715444 3151199.2900104844),-10,-10
POINT (718065.0020715444 3151449.2900104844),-10,-10
POINT (718065.0020715444 3151699.2900104844),-10,-10
POINT (718065.0020715444 3151949.2900104844),-10,-10
POINT (718065.0020715444 3152199.2900104844),-10,-10
POINT (718065.0020715444 3152449.2900104844),-10,-10
POINT (718065.0020715444 3152699.2900104844),-10,-10
POINT (718065.0020715444 3152949.2900104844),-10,-10
POINT (718065.0020715444 3153199.2900104844),-10,-10
POINT (718065.0020715444 3153449.2900104844),-12,-2
POINT (718065.0020715444 3153699.2900104844),1,6
POINT (718065.0020715444 3153949.2900104844),11,16
POINT (718065.0020715444 3154199.2900104844),11,16
POINT (718065.0020715444 3154449.2900104844),11,16
POINT (718065.0020715444 3154699.2900104844),11,16
POINT (718065.0020715444 3154949.2900104844),11,16
POINT (718065.0020715444 3155199.2900104844),11,16
POINT (718065.0020715444 3155449.2900104844),11,16
POINT (718065.0020715444 3155699.2900104844),11,16
POINT (718065.0020715444 3155949.2900104844),11,16
POINT (718065.0020715444 3156199.2900104844),26,29
POINT (718065.0020715444 3156449.2900104844),26,29
POINT (718065.0020715444 3156699.2900104844),19,23
POINT (718065.0020715444 3156949.2900104844),32,33
POINT (718065.0020715444 3157199.2900104844),25,27
POINT (718065.0020715444 3157449.2900104844),17,15
POINT (718065.0020715444 3157699.2900104844),17,15
POINT (718065.0020715444 3157949.2900104844),2,20
POINT (718065.0020715444 3158199.2900104844),17,23
POINT (718065.0020715444 3158449.2900104844),2,20
POINT (718065.0020715444 3158699.2900104844),2,20
POINT (718065.0020715444 3158949.2900104844),2,20
POINT (718065.0020715444 3159199.2900104844),17,23
POINT (718065.0020715444 3159449.2900104844),3,24
POINT (718065.0020715444 3159699.2900104844),11,19
POINT (718065.0020715444 3159949.2900104844),8,16
POINT (718065.0020715444 3160199.2900104844),4,18
POINT (718315.0020715444 3145949.2900104844),-4,-6
POINT (718315.0020715444 3146199.2900104844),-4,-6
POINT (718315.0020715444 3146449.2900104844),-4,-6
POINT (718315.0020715444 3146699.2900104844),2,3
POINT (718315.0020715444 3146949.2900104844),7,10
POINT (718315.0020715444 3147199.2900104844),2,20
POINT (718315.0020715444 3147449.2900104844),2,10
POINT (718315.0020715444 3147699.2900104844),-4,-6
POINT (718315.0020715444 3147949.2900104844),2,10
POINT (718315.0020715444 3148199.2900104844),-10,-10
POINT (718315.0020715444 3148449.2900104844),-10,-10
POINT (718315.0020715444 3148699.2900104844),-10,-10
POINT (718315.0020715444 3148949.2900104844),-10,-10
POINT (718315.0020715444 3149199.2900104844),-4,-1
POINT (718315.0020715444 3149449.2900104844),-4,6
POINT (718315.0020715444 3149699.2900104844),-4,6
POINT (718315.0020715444 3149949.2900104844),-4,-1
POINT (718315.0020715444 3150199.2900104844),-10,-10
POINT (718315.0020715444 3150449.2900104844),-10,-10
POINT (718315.0020715444 3150699.2900104844),-10,-10
POINT (718315.0020715444 3150949.2900104844),-10,-10
POINT (718315.0020715444 3151199.2900104844),-10,-10
POINT (718315.0020715444 3151449.2900104844),-10,-10
POINT (718315.0020715444 3151699.2900104844),-4,-1
POINT (718315.0020715444 3151949.2900104844),-4,6
POINT (718315.0020715444 3152199.2900104844),-10,-10
POINT (718315.0020715444 3152449.2900104844),-4,6
POINT (718315.0020715444 3152699.2900104844),-10,-10
POINT (718315.0020715444 3152949.2900104844),-10,-10
POINT (718315.0020715444 3153199.2900104844),-12,-2
POINT (718315.0020715444 3153449.2900104844),1,6
POINT (718315.0020715444 3153699.2900104844),11,16
POINT (718315.0020715444 3153949.2900104844),11,16
POINT (718315.0020715444 3154199.2900104844),11,16
POINT (718315.0020715444 3154449.2900104844),11,16
POINT (718315.0020715444 3154699.2900104844),11,16
POINT (718315.0020715444 3154949.2900104844),11,16
POINT (718315.0020715444 3155199.2900104844),11,16
POINT (718315.0020715444 3155449.2900104844),11,16
POINT (718315.0020715444 3155699.2900104844),11,16
POINT (718315.0020715444 3155949.2900104844),11,16
POINT (718315.0020715444 3156199.2900104844),4,28
POINT (718315.0020715444 3156449.2900104844),11,16
POINT (718315.0020715444 3156699.2900104844),11,16
POINT (718315.0020715444 3156949.2900104844),11,11
POINT (718315.0020715444 3157199.2900104844),25,27
POINT (718315.0020715444 3157449.2900104844),32,33
POINT (718315.0020715444 3157699.2900104844),32,33
POINT (718315.0020715444 3157949.2900104844),25,27
POINT (718315.0020715444 3158199.2900104844),0,42
POINT (718315.0020715444 3158449.2900104844),7,33
POINT (718315.0020715444 3158699.2900104844),10,17
POINT (718315.0020715444 3158949.2900104844),27,33
POINT (718315.0020715444 3159199.2900104844),7,33
POINT (718315.0020715444 3159449.2900104844),3,32
POINT (718565.0020715444 3146199.2900104844),-4,-6
